Quick sort:
(80, 0.43520000000007997)
(90, 0.559200000000093)
(100, 0.8118999999999765)
(110, 1.0148999999999297)
(120, 0.88430000000006)
(130, 1.0555999999999344)
(140, 1.4681999999996975)
(150, 0.9888000000000119)
(160, 1.0647000000001405)
(170, 1.1622000000000021)
(180, 1.338400000000295)
(190, 1.5296000000000198)
(200, 1.6873999999997835)
(210, 1.4905999999998976)
(220, 1.6046000000002891)
(230, 2.3356000000003263)
(240, 2.2769999999998625)
(250, 2.139000000000113)
(260, 2.141100000000229)
(270, 2.2826000000000235)
(280, 2.135300000000395)
(290, 2.316099999999821)
(300, 2.7505999999997144)
(310, 2.404100000000131)
(320, 2.4679999999999147)
(330, 3.311800000000087)
(340, 2.7029999999999)
(350, 3.4521999999999053)
(360, 3.4735000000001293)
(370, 3.7329999999999863)
(380, 3.496399999999955)
(390, 3.315299999999688)
(400, 3.292899999999932)
(410, 3.878800000000293)
(420, 3.8450000000000983)
(430, 3.501699999999719)
(440, 3.650799999999954)
(450, 4.36219999999965)
(460, 4.277300000000039)
(470, 5.129600000000067)
(480, 5.006999999999984)
(490, 5.382400000000231)
(500, 4.213700000000209)
(510, 4.505500000000051)
(520, 4.445899999999892)
(530, 5.838900000000091)
(540, 5.214300000000005)
(550, 5.417399999999795)
(560, 5.2082999999996105)
(570, 6.307000000000063)
(580, 5.505199999999988)
(590, 5.277399999999766)
(600, 5.459699999999845)
(610, 11.25329999999991)
(620, 10.224099999999847)
(630, 5.564400000000358)
(640, 6.120600000000032)
(650, 7.560699999999976)
(660, 6.656099999999832)
(670, 6.620999999999988)
(680, 6.6307000000001)
(690, 6.624799999999986)
(700, 6.575999999999915)
(710, 7.064300000000134)
(720, 6.755599999999973)
(730, 7.121399999999944)
(740, 8.557900000000007)
(750, 8.847000000000271)
(760, 7.171500000000108)
(770, 7.715800000000161)
(780, 7.414799999999833)
(790, 8.453399999999611)
(800, 9.75550000000025)
(810, 9.10180000000027)
(820, 7.889200000000152)
(830, 9.131300000000397)
(840, 9.505700000000061)
(850, 8.314099999999769)
(860, 9.05239999999985)
(870, 8.835700000000113)
(880, 10.613699999999948)
(890, 11.104800000000026)
(900, 9.525000000000006)
(910, 11.178099999999969)
(920, 10.48519999999975)
(930, 9.136000000000255)
(940, 9.400499999999923)
(950, 9.374400000000005)
(960, 10.316500000000062)
(970, 9.764800000000129)
(980, 11.848300000000034)
(990, 13.895300000000166)
Insertion sort:
(10, 0.01870000000003813)
(20, 0.0316999999996348)
(30, 0.0881000000001464)
(40, 0.15410000000004587)
(50, 0.19390000000019114)
(60, 0.3292999999997548)
(70, 0.7671999999998569)
(80, 0.7567000000001656)
(90, 0.9245999999998311)
(100, 1.3273000000002533)
(110, 1.1448000000000569)
(120, 1.3797000000002058)
(130, 1.6610000000003566)
(140, 1.8418000000002266)
(150, 2.6260000000002393)
(160, 2.6182999999999623)
(170, 3.168399999999849)
(180, 3.3642000000000394)
(190, 3.4503999999997426)
(200, 3.9267000000000607)
(210, 4.354500000000261)
(220, 5.188200000000087)
(230, 4.836699999999805)
(240, 7.85519999999984)
(250, 7.125499999999896)
(260, 7.5096999999999525)
(270, 7.5959000000001)
(280, 9.478099999999934)
(290, 11.897600000000175)
(300, 9.63619999999965)
(310, 14.699100000000076)
(320, 11.07939999999985)
(330, 14.209000000000138)
(340, 11.77550000000016)
(350, 12.20409999999994)
(360, 13.987800000000217)
(370, 13.459999999999805)
(380, 14.852800000000332)
(390, 18.244499999999775)
(400, 17.92170000000004)
(410, 21.20910000000009)
(420, 21.67779999999997)
(430, 19.453100000000223)
(440, 21.80300000000024)
(450, 22.3317999999999)
(460, 20.689200000000074)
(470, 24.686700000000172)
(480, 23.942599999999814)
(490, 25.668899999999883)
(500, 26.01090000000017)
(510, 26.014099999999818)
(520, 27.591399999999933)
(530, 29.041500000000386)
(540, 35.50520000000024)
(550, 31.86300000000042)
(560, 34.59630000000003)
(570, 34.005700000000246)
(580, 35.74309999999991)
(590, 41.79479999999991)
(600, 44.46360000000027)
(610, 43.73119999999986)
(620, 47.41849999999958)
(630, 42.73079999999973)
(640, 41.600499999999926)
(650, 53.97620000000014)
(660, 46.14410000000024)
(670, 46.805899999999845)
(680, 44.3929999999999)
(690, 49.87059999999977)
(700, 52.16070000000039)
(710, 49.29139999999954)
(720, 51.891200000000026)
(730, 63.36419999999965)
(740, 61.88970000000005)
(750, 67.08520000000019)
(760, 65.07209999999918)
(770, 61.504799999999804)
(780, 69.41989999999976)
(790, 70.21820000000022)
(800, 71.24100000000055)
(810, 69.46189999999942)
(820, 73.34249999999986)
(830, 78.7085000000003)
(840, 82.62899999999985)
(850, 86.17519999999956)
(860, 101.7760000000001)
(870, 93.54620000000047)
(880, 99.56310000000013)
(890, 102.96020000000006)
(900, 97.39260000000004)
(910, 97.22670000000022)
(920, 93.95540000000047)
(930, 100.85210000000001)
(940, 94.10710000000044)
(950, 107.1882999999998)
(960, 115.46790000000051)
(970, 101.27230000000066)
(980, 107.51480000000058)
(990, 121.12370000000006)
Selection sort:
(10, 0.0286000000002673)
(20, 0.07400000000057361)
(30, 0.15890000000062798)
(40, 0.2508999999992767)
(50, 0.3757000000002009)
(60, 0.5332999999998478)
(70, 0.7041000000000963)
(80, 1.072299999999693)
(90, 1.1505999999998906)
(100, 1.2879999999997338)
(110, 1.7515999999995202)
(120, 2.008800000000477)
(130, 2.4090999999994978)
(140, 2.4478999999999473)
(150, 3.3530999999999977)
(160, 3.473900000000363)
(170, 4.171000000000369)
(180, 3.9717000000001335)
(190, 4.401500000000169)
(200, 4.417499999999741)
(210, 4.712500000000119)
(220, 5.695000000000228)
(230, 5.468699999999771)
(240, 6.338500000000025)
(250, 6.865999999999595)
(260, 7.236100000000079)
(270, 8.417799999999254)
(280, 9.826099999999727)
(290, 9.976299999999938)
(300, 10.172999999999988)
(310, 12.063299999999444)
(320, 11.70229999999961)
(330, 12.225699999999229)
(340, 13.70529999999981)
(350, 14.206500000000233)
(360, 14.77839999999997)
(370, 16.33629999999986)
(380, 16.868800000000128)
(390, 17.760700000000185)
(400, 21.160599999999974)
(410, 25.505400000000122)
(420, 24.775400000000225)
(430, 20.92660000000013)
(440, 22.245700000000035)
(450, 24.50859999999988)
(460, 24.669099999999666)
(470, 25.085100000000082)
(480, 27.950899999999557)
(490, 31.90589999999993)
(500, 31.349900000000375)
(510, 35.854900000000356)
(520, 34.2665000000002)
(530, 31.99620000000003)
(540, 33.03659999999997)
(550, 33.77970000000019)
(560, 35.940300000000036)
(570, 37.25740000000055)
(580, 38.69949999999989)
(590, 40.36129999999982)
(600, 43.48069999999993)
(610, 46.94860000000034)
(620, 51.3969000000003)
(630, 46.74910000000043)
(640, 46.795000000000364)
(650, 48.78260000000001)
(660, 55.15950000000025)
(670, 57.68720000000016)
(680, 63.995599999999264)
(690, 55.277300000000196)
(700, 55.96099999999993)
(710, 60.30990000000003)
(720, 69.14700000000008)
(730, 71.8532999999999)
(740, 71.0443999999999)
(750, 72.01360000000001)
(760, 77.35860000000017)
(770, 72.71689999999964)
(780, 69.77869999999875)
(790, 76.06809999999875)
(800, 73.80719999999918)
(810, 79.02589999999954)
(820, 76.93130000000004)
(830, 77.17020000000119)
(840, 79.86300000000135)
(850, 87.11990000000114)
(860, 93.56790000000004)
(870, 93.99529999999956)
(880, 86.33589999999991)
(890, 93.3679999999999)
(900, 115.38480000000106)
(910, 104.06610000000072)
(920, 121.81949999999908)
(930, 123.78290000000014)
(940, 108.41229999999946)
(950, 106.26869999999933)
(960, 106.9065000000009)
(970, 120.15889999999985)
(980, 115.10640000000016)
(990, 179.25810000000018)
Bubble sort:
(10, 0.03080000000110772)
(20, 0.07979999999996323)
(30, 0.19779999999869347)
(40, 0.354100000000912)
(50, 0.5325000000002689)
(60, 0.7763999999994553)
(70, 1.0399999999997078)
(80, 1.414199999999255)
(90, 3.760999999999015)
(100, 2.3613000000004547)
(110, 2.6740000000007313)
(120, 3.1143000000000143)
(130, 3.5842000000005925)
(140, 8.027199999999013)
(150, 5.227299999999602)
(160, 7.792099999999635)
(170, 8.465899999999138)
(180, 9.50249999999997)
(190, 12.648000000000437)
(200, 11.233900000000574)
(210, 13.269900000000945)
(220, 12.471100000000845)
(230, 12.8730000000008)
(240, 14.68320000000034)
(250, 15.798300000000154)
(260, 19.466700000000614)
(270, 19.98500000000014)
(280, 22.77690000000021)
(290, 19.506599999999708)
(300, 21.14040000000017)
(310, 23.189499999999086)
(320, 23.988999999998484)
(330, 25.155899999999676)
(340, 30.845899999999205)
(350, 29.088599999999687)
(360, 33.18050000000028)
(370, 33.28590000000098)
(380, 37.76769999999985)
(390, 42.264199999999974)
(400, 45.28779999999877)
(410, 49.951599999999985)
(420, 45.29400000000017)
(430, 42.28089999999973)
(440, 47.64540000000039)
(450, 52.206799999998665)
(460, 51.92160000000001)
(470, 51.39050000000012)
(480, 56.37269999999894)
(490, 67.11939999999927)
(500, 61.74659999999932)
(510, 74.68659999999971)
(520, 74.56919999999911)
(530, 65.05250000000018)
(540, 70.13540000000162)
(550, 73.03480000000029)
(560, 80.72510000000044)
(570, 77.27730000000044)
(580, 85.19640000000095)
(590, 86.55040000000014)
(600, 87.48860000000036)
(610, 93.87320000000088)
(620, 108.00399999999932)
(630, 98.74529999999915)
(640, 105.55810000000143)
(650, 99.38370000000063)
(660, 105.14739999999989)
(670, 111.55319999999946)
(680, 112.20100000000066)
(690, 121.93560000000048)
(700, 126.97260000000021)
(710, 127.68510000000077)
(720, 127.2328999999992)
(730, 131.49880000000104)
(740, 151.93039999999945)
(750, 153.73540000000042)
(760, 144.15709999999928)
(770, 145.36619999999976)
(780, 156.70749999999956)
(790, 152.8873999999991)
(800, 161.88000000000002)
(810, 165.3531000000008)
(820, 173.24920000000077)
(830, 166.25010000000094)
(840, 188.5961000000016)
(850, 186.36509999999973)
(860, 210.6955000000017)
(870, 202.77740000000222)
(880, 197.73599999999902)
(890, 198.72540000000072)
(900, 190.62800000000024)
(910, 218.7058999999998)
(920, 219.65269999999748)
(930, 231.4040999999989)
(940, 228.874900000001)
(950, 237.50770000000188)
(960, 235.59739999999962)
(970, 226.40800000000283)
(980, 247.77239999999878)
(990, 261.96960000000047)
